symbol,setup_id,direction,signal_timestamp,entry_timestamp,entry_signal_price,entry_fill_price,stop_price,target_price,rr_ratio,condition_at_entry,acceptance_streak_at_entry,quantity,exit_timestamp,exit_signal_price,exit_fill_price,exit_reason,holding_days,total_costs,gross_pnl,net_pnl,r_multiple,notes
KOTAKBANK,setup1_discovery,long,2026-07-24T00:00:00+05:30,2026-07-27T00:00:00+05:30,384.75,386.1158,372.90000000000003,413.8,2.451476793248953,accepted_above,1,253,2026-08-10T00:00:00+05:30,393.5,393.38195,time_stop,10,243.2618525125475,1838.3359500000097,1595.0740974874623,0.5320371900026574,"retest of band_upper_1 after accepted_above, target=session extreme high | target_recomputed_at_signal | stop_floor_applied"
MARUTI,setup1_discovery,long,2026-07-29T00:00:00+05:30,2026-07-30T00:00:00+05:30,13948.0,13943.1817,13558.0,14598.0,1.6666666666666667,accepted_above,2,7,2026-08-13T00:00:00+05:30,13905.0,13900.8285,time_stop,10,240.853128247442,-296.4723999999969,-537.3255282474389,-0.19682253781957468,"retest of band_upper_1 after accepted_above, target=session extreme high | target_recomputed_at_signal | stop_floor_applied"
